PEN,DOWN
ROT,90
FWD,50
ROT,90
FWD,64125
ROT,-12725
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64150
ROT,-12730
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64175
ROT,-12735
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64200
ROT,-12740
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64225
ROT,-12745
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64250
ROT,-12750
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64275
ROT,-12755
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64300
ROT,-12760
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64325
ROT,-12765
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64350
ROT,-12770
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64375
ROT,-12775
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64400
ROT,-12780
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64425
ROT,-12785
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64450
ROT,-12790
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64475
ROT,-12795
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64500
ROT,-12800
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64525
ROT,-12805
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64550
ROT,-12810
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64575
ROT,-12815
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64600
ROT,-12820
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64625
ROT,-12825
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64650
ROT,-12830
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64675
ROT,-12835
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64700
ROT,-12840
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64725
ROT,-12845
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64750
ROT,-12850
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64775
ROT,-12855
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64800
ROT,-12860
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64825
ROT,-12865
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64850
ROT,-12870
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64875
ROT,-12875
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64900
ROT,-12880
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64925
ROT,-12885
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64950
ROT,-12890
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,64975
ROT,-12895
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65000
ROT,-12900
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65025
ROT,-12905
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65050
ROT,-12910
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65075
ROT,-12915
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65100
ROT,-12920
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65125
ROT,-12925
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65150
ROT,-12930
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65175
ROT,-12935
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65200
ROT,-12940
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65225
ROT,-12945
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65250
ROT,-12950
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65275
ROT,-12955
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65300
ROT,-12960
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65325
ROT,-12965
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65350
ROT,-12970
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65375
ROT,-12975
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65400
ROT,-12980
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65425
ROT,-12985
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65450
ROT,-12990
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65475
ROT,-12995
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65500
ROT,-13000
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65525
ROT,-13005
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65550
ROT,-13010
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65575
ROT,-13015
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65600
ROT,-13020
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65625
ROT,-13025
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65650
ROT,-13030
FWD,50
ROT,90
FWD,50
ROT,90
FWD,50
ROT,90
FWD,65675
